gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -3.623748 8.66234 48.174 -97.6 9.604166 -40.0
1 0.708711 13.29193 48.174 -92.8 14.77024 -40.0
2 0.630538 12.080645 39.174 -92.68 13.500281 -50.0
3 7.012486 14.50536 39.179917 -85.3 16.080734 -50.0
4 13.199328 14.204016 39.179917 -78.9 15.804746 -50.0
5 19.43431 11.431257 39.179917 -72.0 12.727922 -50.0
6 20.885399 10.527353 57.159358 -70.4 11.740528 -30.0
7 23.917077 13.250001 75.2699 -67.0 14.798649 -10.0
8 28.005997 13.237059 75.2699 -62.4 14.840485 -10.0
9 31.495464 14.412739 75.2699 -58.5 16.147755 -10.0
10 36.294777 16.039769 75.2699 -53.1 17.927353 -10.0
11 37.767458 6.664629 39.179917 -51.4 7.485987 -50.0
12 38.140545 5.738392 39.179917 -51.0 6.403124 -50.0
13 37.61719 8.184558 48.174 -51.6 9.13455 -40.0
14 37.466097 7.939858 57.062464 -51.8 8.874683 -30.0
15 38.652217 6.859506 57.001063 -50.5 7.664855 -30.0
16 35.978139 11.228486 47.675641 -53.5 12.519984 -40.0
17 34.204371 14.039692 39.179917 -55.5 15.644488 -50.0
18 35.374545 12.122911 39.179917 -54.2 13.504073 -50.0
19 36.570433 9.570653 39.179917 -52.9 10.704672 -50.0
20 37.023033 9.847772 48.041575 -52.4 10.9654 -40.0
