gen mean_fit std_fit max_fit
2 0.010511 3.900515 23.372892
3 4.132318 10.456376 86.349365
4 7.018284 16.230768 86.349365
5 9.580743 20.01056 86.349365
6 17.744165 27.775945 86.349365
7 39.532339 37.818829 86.349365
8 68.494443 29.37692 86.349365
9 78.316495 24.656229 86.349365
10 77.015844 26.281578 86.349365
11 75.578275 28.121265 86.349365
12 72.3325 31.197493 86.349365
13 72.293948 31.283668 86.349365
14 74.98763 28.638613 86.349365
15 78.985933 23.708767 86.349365
16 79.027403 23.571713 86.349365
17 75.706034 27.780385 86.349365
18 77.630024 25.596742 86.349365
19 77.658148 25.515484 86.349365
20 78.933163 23.881102 86.349365
