gen mean_fit std_fit max_fit
2 47.284349 46.05269 94.657666
3 80.37008 29.618885 94.662462
4 94.420996 0.202952 94.662462
5 94.555838 0.109336 94.785064
6 90.739815 13.364402 94.846708
7 90.309181 16.849931 94.846708
8 93.173014 7.831783 94.846708
9 94.563415 1.028331 94.846708
10 94.702708 0.123826 94.846708
11 94.695208 0.154004 94.846708
12 94.728973 0.108173 94.846708
