gen mean_fit std_fit max_fit
2 4.476456 24.759817 90.159467
3 8.293143 28.622093 90.159467
4 9.869877 28.540006 90.159467
5 13.351691 30.743026 90.951655
6 18.23816 34.026143 90.951655
7 21.641885 35.280716 90.951655
8 25.148929 36.796064 90.951655
9 27.621665 36.613645 91.1639
10 36.498588 38.176026 91.1639
11 42.066305 36.751727 91.1639
12 47.735791 35.165596 91.1639
13 53.132929 32.909601 91.1639
14 59.606081 31.228209 91.1639
15 64.963711 29.291238 91.1639
16 69.17121 27.16499 91.1639
17 75.23565 22.107452 91.1639
18 77.708322 21.969989 91.1639
19 83.100842 13.154795 92.192892
20 83.069064 18.258654 92.192892
