gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 17.642698 35.181456 92.796054 -69.0 50.731844 78
1 29.689407 37.618678 92.24704 -53.76 54.386234 78
2 24.727554 38.644532 92.24704 -56.5 61.572965 78
3 24.687905 35.690546 92.24704 -61.6 50.583001 78
4 43.453616 33.70651 92.24704 -41.22 46.032071 78
5 55.787059 24.186012 91.490612 -29.4 32.341305 70
6 63.453534 21.488669 86.409567 -23.46 23.740017 14
7 71.273497 18.372613 85.429516 -14.96 20.344002 6
8 75.387897 5.990887 85.429516 -10.28 7.216758 6
9 76.506892 5.625772 85.429516 -8.64 7.471974 6
10 78.584361 4.306556 86.829516 -5.36 7.567721 20
11 79.116474 7.081243 86.829516 -3.94 10.374796 20
12 82.878583 4.244479 85.629516 1.9 7.26292 8
13 84.413165 4.321068 85.829516 4.58 6.120752 10
14 85.439516 0.051962 85.629516 6.1 0.519615 8
15 85.378222 0.966157 86.829516 6.28 2.298173 20
16 85.113047 2.153208 87.229516 6.8 5.635601 24
17 84.855044 2.673169 87.229516 6.6 6.403124 24
18 85.533574 1.784994 86.829516 9.42 6.568379 20
19 85.638743 2.323204 86.829516 12.06 8.096691 20
20 86.118222 1.211353 86.829516 13.68 6.851102 20
